COUNTRY,FECHA,CONTAGIADOS,FALLECIDOS,RECUPERADOS,HOSPITALIZADOS,UCIs
PERU,07/06/2020,4757,164,3488,,
PERU,08/06/2020,3181,106,3337,,
PERU,09/06/2020,4040,167,3373,,
PERU,10/06/2020,5087,165,5102,,
PERU,11/06/2020,5965,206,4398,,
PERU,12/06/2020,5961,199,4704,,
PERU,13/06/2020,4383,190,4591,,
PERU,14/06/2020,4604,190,3855,,
PERU,15/06/2020,3256,172,3830,,
PERU,16/06/2020,4164,196,5796,,
PERU,17/06/2020,3752,201,3417,,
PERU,18/06/2020,3480,204,2568,,
PERU,19/06/2020,3537,199,4330,,
PERU,20/06/2020,3413,201,3243,,
PERU,21/06/2020,3598,184,3204,,
PERU,22/06/2020,2511,178,3353,,
PERU,23/06/2020,3363,181,3117,,
PERU,24/06/2020,3879,182,3152,,
PERU,25/06/2020,3913,175,4485,,
PERU,26/06/2020,3762,178,3732,,
PERU,27/06/2020,3625,196,4218,,
PERU,28/06/2020,3430,182,3974,,
PERU,29/06/2020,2946,187,3161,,
PERU,30/06/2020,2848,173,3376,,
PERU,01/07/2020,3264,183,3710,,
PERU,02/07/2020,3527,185,3852,,
PERU,03/07/2020,3595,181,3755,,
PERU,04/07/2020,3481,186,3769,,
PERU,05/07/2020,3638,177,4336,,
PERU,06/07/2020,2985,183,3662,,
PERU,07/07/2020,3575,180,3319,,
PERU,08/07/2020,3633,181,3810,,
PERU,09/07/2020,3537,181,3054,,
PERU,10/07/2020,3198,186,2836,,
PERU,11/07/2020,3064,182,3514,,
PERU,12/07/2020,3616,188,2959,,
PERU,13/07/2020,3797,184,3897,,
PERU,14/07/2020,3744,175,2253,,
PERU,15/07/2020,3857,188,3139,,
PERU,16/07/2020,3862,198,4594,,
PERU,17/07/2020,3951,184,2988,,
PERU,18/07/2020,3963,199,4104,,
PERU,19/07/2020,4090,189,3869,,
PERU,20/07/2020,4091,197,3126,,
PERU,21/07/2020,4406,195,3665,,
PERU,22/07/2020,4463,3876,3500,,
PERU,23/07/2020,4546,199,3699,,
PERU,24/07/2020,4865,189,3478,,
PERU,25/07/2020,3923,187,-259423,,
PERU,26/07/2020,4913,199,267850,,
PERU,27/07/2020,4920,189,4697,,
PERU,28/07/2020,5288,194,3905,,
PERU,29/07/2020,5678,204,3592,,
PERU,30/07/2020,6809,205,3871,,
PERU,31/07/2020,3621.5,98,1606,,
PERU,01/08/2020,3621.5,98,1606,,
PERU,02/08/2020,14115,397,7060,,
PERU,03/08/2020,4250,197,3904,,
PERU,04/08/2020,6790,196,4366,,
PERU,05/08/2020,7734,221,3973,,
PERU,06/08/2020,7785,196,3907,,
PERU,07/08/2020,8466,225,3995,,
PERU,08/08/2020,7137,195,4839,,
PERU,09/08/2020,7012,228,4849,,
PERU,10/08/2020,5109,204,5384,,
PERU,11/08/2020,6547,225,6352,,
PERU,12/08/2020,8875,212,6182,,
PERU,13/08/2020,9441,3935,6068,,
PERU,14/08/2020,8300,208,6226,,
PERU,15/08/2020,9507,219,5549,,
PERU,16/08/2020,10143,206,5586,,
PERU,17/08/2020,5547,200,5350,,
PERU,18/08/2020,7828,177,3302,,
PERU,19/08/2020,9099,176,3434,,
PERU,20/08/2020,8639,200,3277,,
PERU,21/08/2020,9008,211,4178,,
PERU,22/08/2020,9169,208,6236,,
PERU,23/08/2020,9090,210,8213,,
PERU,24/08/2020,6112,150,7944,,
PERU,25/08/2020,6944,188,7276,,
PERU,26/08/2020,5996,123,7300,,
PERU,27/08/2020,8619,153,7785,,
PERU,28/08/2020,7964,194,8355,,
PERU,29/08/2020,9474,136,8658,,
PERU,30/08/2020,7731,181,8782,,
PERU,31/08/2020,4871,156,6872,,
PUERTO RICO,13/03/2020,3,0,0,0,0
PUERTO RICO,14/03/2020,0,0,0,0,0
PUERTO RICO,15/03/2020,2,0,0,0,0
PUERTO RICO,16/03/2020,0,0,0,0,0
PUERTO RICO,17/03/2020,0,0,0,0,0
PUERTO RICO,18/03/2020,0,0,0,0,0
PUERTO RICO,19/03/2020,1,0,0,0,0
PUERTO RICO,20/03/2020,8,0,0,0,0
PUERTO RICO,21/03/2020,7,1,0,0,0
PUERTO RICO,22/03/2020,2,0,0,0,0
PUERTO RICO,23/03/2020,8,1,0,0,0
PUERTO RICO,24/03/2020,8,0,0,0,0
PUERTO RICO,25/03/2020,12,0,0,0,0
PUERTO RICO,26/03/2020,13,0,0,0,0
PUERTO RICO,27/03/2020,15,1,0,0,0
PUERTO RICO,28/03/2020,21,2,0,0,0
PUERTO RICO,29/03/2020,27,0,0,0,0
PUERTO RICO,30/03/2020,47,1,0,0,0
PUERTO RICO,31/03/2020,65,2,0,0,0
PUERTO RICO,01/04/2020,47,3,0,0,0
PUERTO RICO,02/04/2020,30,1,0,0,0
PUERTO RICO,03/04/2020,62,3,0,0,0
PUERTO RICO,04/04/2020,74,3,0,0,0
PUERTO RICO,05/04/2020,23,2,0,0,0
PUERTO RICO,06/04/2020,38,1,0,0,0
PUERTO RICO,07/04/2020,60,2,0,0,0
PUERTO RICO,08/04/2020,47,1,0,0,0
PUERTO RICO,09/04/2020,63,9,0,0,0
PUERTO RICO,10/04/2020,42,6,0,0,0
PUERTO RICO,11/04/2020,63,3,0,0,0
PUERTO RICO,12/04/2020,109,2,0,0,0
PUERTO RICO,13/04/2020,6,1,0,0,0
PUERTO RICO,14/04/2020,20,0,0,0,0
PUERTO RICO,15/04/2020,51,6,0,0,0
PUERTO RICO,16/04/2020,69,5,0,0,0
PUERTO RICO,17/04/2020,25,2,0,0,0
PUERTO RICO,18/04/2020,50,2,0,0,0
PUERTO RICO,19/04/2020,95,2,0,0,0
PUERTO RICO,20/04/2020,39,1,0,0,0
PUERTO RICO,21/04/2020,46,1,0,0,0
PUERTO RICO,22/04/2020,80,3,0,0,0
PUERTO RICO,23/04/2020,38,2,0,0,0
PUERTO RICO,24/04/2020,31,14,0,0,0
PUERTO RICO,25/04/2020,64,1,0,0,0
PUERTO RICO,26/04/2020,18,0,0,0,0
PUERTO RICO,27/04/2020,11,2,0,0,0
PUERTO RICO,28/04/2020,33,0,0,0,0
PUERTO RICO,29/04/2020,106,6,0,0,0
PUERTO RICO,30/04/2020,36,2,0,0,0
PUERTO RICO,01/05/2020,182,1,0,0,0
PUERTO RICO,02/05/2020,51,2,0,0,0
PUERTO RICO,03/05/2020,35,0,0,0,0
PUERTO RICO,04/05/2020,81,2,0,0,0
PUERTO RICO,05/05/2020,44,0,0,0,0
PUERTO RICO,06/05/2020,63,3,0,0,0
PUERTO RICO,07/05/2020,125,5,0,0,0
PUERTO RICO,08/05/2020,17,1,0,0,0
PUERTO RICO,09/05/2020,25,3,0,0,0
PUERTO RICO,10/05/2020,58,2,0,0,0
PUERTO RICO,11/05/2020,43,1,0,0,0
PUERTO RICO,12/05/2020,30,1,0,0,0
PUERTO RICO,13/05/2020,98,2,0,0,0
PUERTO RICO,14/05/2020,115,5,0,0,0
PUERTO RICO,15/05/2020,47,0,0,0,0
PUERTO RICO,16/05/2020,57,1,0,0,0
PUERTO RICO,17/05/2020,64,1,0,0,0
PUERTO RICO,18/05/2020,95,0,0,0,0
PUERTO RICO,19/05/2020,62,1,0,0,0
PUERTO RICO,20/05/2020,47,1,0,0,0
PUERTO RICO,21/05/2020,117,0,0,0,0
PUERTO RICO,22/05/2020,79,1,0,0,0
PUERTO RICO,23/05/2020,89,0,0,0,0
PUERTO RICO,24/05/2020,71,2,0,0,0
PUERTO RICO,25/05/2020,64,0,0,0,0
PUERTO RICO,26/05/2020,73,0,0,0,0
PUERTO RICO,27/05/2020,89,2,0,0,0
PUERTO RICO,28/05/2020,161,1,0,0,0
PUERTO RICO,29/05/2020,71,1,0,0,0
PUERTO RICO,30/05/2020,58,3,0,0,0
PUERTO RICO,31/05/2020,97,0,0,0,0
PUERTO RICO,01/06/2020,62,2,0,0,0
PUERTO RICO,02/06/2020,88,2,0,0,0
PUERTO RICO,03/06/2020,130,0,0,0,0
PUERTO RICO,04/06/2020,112,1,0,0,0
PUERTO RICO,05/06/2020,208,1,0,0,0
PUERTO RICO,06/06/2020,70,0,0,0,0
PUERTO RICO,07/06/2020,61,0,0,0,0
PUERTO RICO,08/06/2020,109,0,0,0,0
PUERTO RICO,09/06/2020,122,1,0,0,0
PUERTO RICO,10/06/2020,23,1,0,0,0
PUERTO RICO,11/06/2020,99,2,0,0,0
PUERTO RICO,12/06/2020,117,0,0,0,0
PUERTO RICO,13/06/2020,80,1,0,0,0
PUERTO RICO,14/06/2020,53,0,0,0,0
PUERTO RICO,15/06/2020,25,0,0,0,0
PUERTO RICO,16/06/2020,28,0,0,0,0
PUERTO RICO,17/06/2020,65,0,0,0,0
PUERTO RICO,18/06/2020,67,0,0,0,0
PUERTO RICO,19/06/2020,215,0,0,0,0
PUERTO RICO,20/06/2020,32,2,0,0,0
PUERTO RICO,21/06/2020,26,0,0,0,0
PUERTO RICO,22/06/2020,69,0,0,0,0
PUERTO RICO,23/06/2020,89,0,0,0,0
PUERTO RICO,24/06/2020,41,2,0,0,0
PUERTO RICO,25/06/2020,26,0,0,0,0
PUERTO RICO,26/06/2020,132,1,0,0,0
PUERTO RICO,27/06/2020,100,1,0,0,0
PUERTO RICO,28/06/2020,53,0,0,0,0
PUERTO RICO,29/06/2020,175,0,0,0,0
PUERTO RICO,30/06/2020,68,0,0,0,0
PUERTO RICO,01/07/2020,23,0,0,0,0
PUERTO RICO,02/07/2020,25,0,0,0,0
PUERTO RICO,03/07/2020,27,1,0,0,0
PUERTO RICO,04/07/2020,28,0,0,0,0
PUERTO RICO,05/07/2020,204,0,0,0,0
PUERTO RICO,06/07/2020,76,2,0,0,0
PUERTO RICO,07/07/2020,28,2,0,0,0
PUERTO RICO,08/07/2020,61,0,0,0,0
PUERTO RICO,09/07/2020,113,0,0,0,0
PUERTO RICO,10/07/2020,84,8,0,0,0
PUERTO RICO,11/07/2020,148,0,0,0,0
PUERTO RICO,12/07/2020,227,0,0,0,0
PUERTO RICO,13/07/2020,93,0,0,0,0
PUERTO RICO,14/07/2020,137,4,0,0,0
PUERTO RICO,15/07/2020,75,1,0,0,0
PUERTO RICO,16/07/2020,156,5,0,0,0
PUERTO RICO,17/07/2020,188,1,0,0,0
PUERTO RICO,18/07/2020,325,0,0,0,0
PUERTO RICO,19/07/2020,220,2,0,0,0
PUERTO RICO,20/07/2020,235,0,0,0,0
PUERTO RICO,21/07/2020,77,5,0,0,0
PUERTO RICO,22/07/2020,235,3,0,0,0
PUERTO RICO,23/07/2020,218,3,0,0,0
PUERTO RICO,24/07/2020,244,2,0,0,0
PUERTO RICO,25/07/2020,192,0,0,0,0
PUERTO RICO,26/07/2020,179,0,0,0,0
PUERTO RICO,27/07/2020,167,8,0,0,0
PUERTO RICO,28/07/2020,115,2,0,0,0
PUERTO RICO,29/07/2020,218,3,0,0,0
PUERTO RICO,30/07/2020,78,5,0,0,0
PUERTO RICO,31/07/2020,455,6,0,0,0
PUERTO RICO,01/08/2020,224,5,0,0,0
PUERTO RICO,02/08/2020,227,0,0,0,0
PUERTO RICO,03/08/2020,267,7,0,0,0
PUERTO RICO,04/08/2020,276,9,0,0,0
PUERTO RICO,05/08/2020,137,12,0,0,0
PUERTO RICO,06/08/2020,399,7,0,0,0
PUERTO RICO,07/08/2020,340,9,0,0,0
PUERTO RICO,08/08/2020,345,5,0,0,0
PUERTO RICO,09/08/2020,353,0,0,0,0
PUERTO RICO,10/08/2020,281,8,0,0,0
PUERTO RICO,11/08/2020,403,8,0,0,0
PUERTO RICO,12/08/2020,123,11,0,0,0
PUERTO RICO,13/08/2020,399,11,0,0,0
PUERTO RICO,14/08/2020,293,12,0,0,0
PUERTO RICO,15/08/2020,181,6,0,0,0
PUERTO RICO,16/08/2020,410,0,0,0,0
PUERTO RICO,17/08/2020,633,11,0,0,0
PUERTO RICO,18/08/2020,82,10,0,0,0
PUERTO RICO,19/08/2020,125,11,0,0,0
PUERTO RICO,20/08/2020,419,7,0,0,0
PUERTO RICO,21/08/2020,252,7,0,0,0
PUERTO RICO,22/08/2020,191,9,0,0,0
PUERTO RICO,23/08/2020,442,0,0,0,0
PUERTO RICO,24/08/2020,114,5,0,0,0
PUERTO RICO,25/08/2020,30,9,0,0,0
PUERTO RICO,26/08/2020,686,8,0,0,0
PUERTO RICO,27/08/2020,627,12,0,0,0
PUERTO RICO,28/08/2020,561,4,0,0,0
PUERTO RICO,29/08/2020,325,6,0,0,0
PUERTO RICO,30/08/2020,352,0,0,0,0
PUERTO RICO,31/08/2020,213,1,0,0,0
SPAIN,09/03/2020,762,13,0,0,59
SPAIN,10/03/2020,623,19,0,0,32
SPAIN,11/03/2020,506,12,0,0,42
SPAIN,12/03/2020,822,37,0,0,48
SPAIN,13/03/2020,1259,34,0,0,82
SPAIN,14/03/2020,1546,18,0,0,144
SPAIN,15/03/2020,2000,152,0,0,144
SPAIN,16/03/2020,1438,21,530,0,144
SPAIN,17/03/2020,1987,182,498,0,131
SPAIN,18/03/2020,2538,107,53,0,211
SPAIN,19/03/2020,3431,169,44,0,165
SPAIN,20/03/2020,2833,235,481,0,186
SPAIN,21/03/2020,4946,324,540,13282,487
SPAIN,22/03/2020,3646,394,484,2272,173
SPAIN,23/03/2020,4517,462,782,2820,570
SPAIN,24/03/2020,6584,514,439,4388,281
SPAIN,25/03/2020,7937,738,1573,4198,530
SPAIN,26/03/2020,8578,655,1648,4952,513
SPAIN,27/03/2020,7871,769,2342,4381,486
SPAIN,28/03/2020,8189,832,2928,4337,410
SPAIN,29/03/2020,6549,838,2424,2767,332
SPAIN,30/03/2020,6398,812,2072,3220,324
SPAIN,31/03/2020,9222,849,2479,2626,376
SPAIN,01/04/2020,7719,864,3388,2175,265
SPAIN,02/04/2020,8102,950,4096,2695,220
SPAIN,03/04/2020,7472,932,3770,2524,324
SPAIN,04/04/2020,7026,809,3706,975,116
SPAIN,05/04/2020,6023,674,3861,1132,329
SPAIN,06/04/2020,4273,637,2357,918,70
SPAIN,07/04/2020,5478,743,2771,3431,138
SPAIN,08/04/2020,6180,757,4813,423,63
SPAIN,09/04/2020,5756,683,4144,3063,239
SPAIN,10/04/2020,4576,605,3503,993,111
SPAIN,11/04/2020,4830,510,3441,478,53
SPAIN,12/04/2020,4167,619,3282,5415,19
SPAIN,13/04/2020,3477,517,2336,1764,223
SPAIN,14/04/2020,3045,567,2777,523,74
SPAIN,15/04/2020,4978,523,3349,369,20
SPAIN,16/04/2020,5183,551,3947,1094,87
SPAIN,17/04/2020,5252,585,3502,594,34
SPAIN,18/04/2020,4499,565,3166,1666,79
SPAIN,19/04/2020,4218,410,2695,857,89
SPAIN,20/04/2020,3572,399,1694,542,46
SPAIN,21/04/2020,3968,430,1928,852,49
SPAIN,22/04/2020,4211,435,3401,972,52
SPAIN,23/04/2020,4635,440,3335,867,52
SPAIN,24/04/2020,2796,367,3105,932,118
SPAIN,25/04/2020,2944,378,3353,389,31
SPAIN,26/04/2020,1729,288,3024,1635,33
SPAIN,27/04/2020,1831,331,2144,351,174
SPAIN,28/04/2020,1308,301,1673,878,75
SPAIN,29/04/2020,2144,325,6399,908,49
SPAIN,30/04/2020,1309,628,3103,816,57
SPAIN,01/05/2020,1175,281,2628,732,84
SPAIN,02/05/2020,1147,276,2572,556,49
SPAIN,03/05/2020,838,164,1654,547,65
SPAIN,04/05/2020,356,164,2447,394,21
SPAIN,05/05/2020,867,185,0,720,37
SPAIN,06/05/2020,685,244,0,857,51
SPAIN,07/05/2020,754,213,0,548,58
SPAIN,08/05/2020,1095,229,0,762,85
SPAIN,09/05/2020,604,179,0,489,70
SPAIN,10/05/2020,621,143,0,465,36
SPAIN,11/05/2020,373,123,0,257,20
SPAIN,12/05/2020,426,176,0,513,24
SPAIN,13/05/2020,439,184,0,412,65
SPAIN,14/05/2020,506,217,0,330,29
SPAIN,15/05/2020,549,138,0,346,29
SPAIN,16/05/2020,539,102,0,258,10
SPAIN,17/05/2020,391,87,0,327,28
SPAIN,18/05/2020,285,59,0,172,15
SPAIN,19/05/2020,295,83,0,166,11
SPAIN,20/05/2020,416,95,0,193,31
SPAIN,21/05/2020,344,48,0,140,20
SPAIN,22/05/2020,446,56,0,123,20
SPAIN,23/05/2020,361,48,0,125,13
SPAIN,24/05/2020,246,70,0,86,3
SPAIN,25/05/2020,132,50,0,256,11
SPAIN,26/05/2020,194,35,0,256,12
SPAIN,27/05/2020,231,39,0,283,13
SPAIN,28/05/2020,182,38,0,301,11
SPAIN,29/05/2020,187,39,0,286,12
SPAIN,30/05/2020,271,43,0,287,10
SPAIN,31/05/2020,96,39,0,263,9
SPAIN,01/06/2020,71,35,0,245,9
SPAIN,02/06/2020,137,34,0,243,11
SPAIN,03/06/2020,219,63,0,221,10
SPAIN,04/06/2020,195,56,0,166,11
SPAIN,05/06/2020,177,52,0,162,14
SPAIN,06/06/2020,164,67,0,169,15
SPAIN,07/06/2020,102,72,0,148,14
SPAIN,08/06/2020,48,56,0,145,14
SPAIN,09/06/2020,84,50,0,149,12
SPAIN,10/06/2020,167,40,0,139,12
SPAIN,11/06/2020,156,32,0,151,10
SPAIN,12/06/2020,155,25,0,141,10
SPAIN,13/06/2020,130,27,0,125,7
SPAIN,14/06/2020,48,26,0,110,5
SPAIN,15/06/2020,40,25,0,94,3
SPAIN,16/06/2020,76,25,0,86,6
SPAIN,17/06/2020,141,30,0,97,10
SPAIN,18/06/2020,143,52,0,89,9
SPAIN,19/06/2020,154,40,0,97,8
SPAIN,20/06/2020,134,36,0,101,6
SPAIN,21/06/2020,141,29,0,99,5
SPAIN,22/06/2020,125,21,0,150,10
SPAIN,23/06/2020,108,14,0,151,13
SPAIN,24/06/2020,196,10,0,150,16
SPAIN,25/06/2020,157,11,0,146,14
SPAIN,26/06/2020,191,11,0,147,12
SPAIN,27/06/2020,191,13,0,150,17
SPAIN,28/06/2020,118,13,0,137,16
SPAIN,29/06/2020,84,12,0,137,15
SPAIN,30/06/2020,99,20,0,153,11
SPAIN,01/07/2020,149,19,0,151,9
SPAIN,02/07/2020,134,24,0,136,11
SPAIN,03/07/2020,174,21,0,141,13
SPAIN,04/07/2020,126,16,0,139,11
SPAIN,05/07/2020,126,16,0,139,11
SPAIN,06/07/2020,78,12,0,138,10
SPAIN,07/07/2020,124,9,0,157,7
SPAIN,08/07/2020,257,9,0,137,6
SPAIN,09/07/2020,241,10,0,150,5
SPAIN,10/07/2020,333,10,0,156,8
SPAIN,11/07/2020,248,8,0,150,8
SPAIN,12/07/2020,248,8,0,150,8
SPAIN,13/07/2020,164,7,0,146,8
SPAIN,14/07/2020,263,8,0,165,11
SPAIN,15/07/2020,390,10,0,176,13
SPAIN,16/07/2020,580,9,0,196,17
SPAIN,17/07/2020,628,10,0,228,18
SPAIN,18/07/2020,1778,,,,
SPAIN,19/07/2020,1541,,,,
SPAIN,20/07/2020,2282,,,,
SPAIN,21/07/2020,2294,,,,
SPAIN,22/07/2020,2354,,,,
SPAIN,23/07/2020,2237,,,,
SPAIN,24/07/2020,2524,,,,
SPAIN,25/07/2020,2065,,,,
SPAIN,26/07/2020,1860,,,,
SPAIN,27/07/2020,2986,,,,
SPAIN,28/07/2020,3082,,,,
SPAIN,29/07/2020,3184,,,,
SPAIN,30/07/2020,3100,,,,
SPAIN,31/07/2020,3592,,,,
SPAIN,01/08/2020,3574,,,,
SPAIN,02/08/2020,2723,,,,
SPAIN,03/08/2020,4007,,,,
SPAIN,04/08/2020,4482,,,,
SPAIN,05/08/2020,4494,,,,
SPAIN,06/08/2020,4501,,,,
SPAIN,07/08/2020,5240,,,,
SPAIN,08/08/2020,4145,,,,
SPAIN,09/08/2020,3897,,,,
SPAIN,10/08/2020,5846,,,,
SPAIN,11/08/2020,6200,,,,
SPAIN,12/08/2020,6416,,,,
SPAIN,13/08/2020,6186,,,,
SPAIN,14/08/2020,7016,,,,
SPAIN,15/08/2020,5462,,,,
SPAIN,16/08/2020,4812,,,,
SPAIN,17/08/2020,6957,,,,
SPAIN,18/08/2020,8206,,,,
SPAIN,19/08/2020,8363,,,,
SPAIN,20/08/2020,8378,,,,
SPAIN,21/08/2020,9626,,,,
SPAIN,22/08/2020,6514,,,,
SPAIN,23/08/2020,5732,,,,
SPAIN,24/08/2020,7942,,,,
SPAIN,25/08/2020,9978,,,,
SPAIN,26/08/2020,9783,,,,
SPAIN,27/08/2020,9233,,,,
SPAIN,28/08/2020,10588,,,,
SPAIN,29/08/2020,7149,,,,
SPAIN,30/08/2020,6165,,,,
SPAIN,31/08/2020,8059,,,,
URUGUAY,13/03/2020,4,0,0,0,0
URUGUAY,14/03/2020,2,0,0,0,0
URUGUAY,15/03/2020,2,0,0,0,0
URUGUAY,16/03/2020,21,0,0,0,0
URUGUAY,17/03/2020,21,0,0,2,0
URUGUAY,18/03/2020,29,0,2,0,0
URUGUAY,19/03/2020,15,0,0,0,0
URUGUAY,20/03/2020,16,0,0,4,0
URUGUAY,21/03/2020,25,0,0,4,2
URUGUAY,22/03/2020,23,0,0,4,1
URUGUAY,23/03/2020,4,0,0,4,1
URUGUAY,24/03/2020,27,0,0,3,1
URUGUAY,25/03/2020,28,0,0,12,4
URUGUAY,26/03/2020,21,0,0,18,4
URUGUAY,27/03/2020,36,0,0,13,8
URUGUAY,28/03/2020,30,1,0,13,8
URUGUAY,29/03/2020,6,0,0,12,10
URUGUAY,30/03/2020,10,0,0,12,11
URUGUAY,31/03/2020,18,0,0,13,12
URUGUAY,01/04/2020,12,1,21,14,13
URUGUAY,02/04/2020,19,2,6,14,13
URUGUAY,03/04/2020,17,0,18,14,13
URUGUAY,04/04/2020,14,1,7,15,13
URUGUAY,05/04/2020,6,1,11,15,14
URUGUAY,06/04/2020,9,0,19,15,14
URUGUAY,07/04/2020,9,1,27,18,14
URUGUAY,08/04/2020,32,0,42,18,14
URUGUAY,09/04/2020,17,0,14,17,13
URUGUAY,10/04/2020,21,0,8,15,15
URUGUAY,11/04/2020,7,0,10,17,16
URUGUAY,12/04/2020,11,7,7,16,16
URUGUAY,13/04/2020,9,1,17,15,15
URUGUAY,14/04/2020,12,0,12,14,14
URUGUAY,15/04/2020,6,1,12,13,13
URUGUAY,16/04/2020,13,0,14,13,13
URUGUAY,17/04/2020,18,0,8,12,12
URUGUAY,18/04/2020,18,0,4,14,14
URUGUAY,19/04/2020,4,0,0,13,13
URUGUAY,20/04/2020,10,1,15,13,13
URUGUAY,21/04/2020,11,2,11,10,10
URUGUAY,22/04/2020,8,0,13,10,10
URUGUAY,23/04/2020,9,0,17,10,10
URUGUAY,24/04/2020,6,0,15,9,9
URUGUAY,25/04/2020,46,2,1,9,9
URUGUAY,26/04/2020,12,1,5,10,10
URUGUAY,27/04/2020,2,0,11,11,11
URUGUAY,28/04/2020,6,0,8,11,11
URUGUAY,29/04/2020,18,0,18,11,11
URUGUAY,30/04/2020,11,2,5,10,10
URUGUAY,01/05/2020,5,0,18,10,10
URUGUAY,02/05/2020,4,0,5,10,10
URUGUAY,03/05/2020,7,0,2,10,10
URUGUAY,04/05/2020,7,0,5,10,10
URUGUAY,05/05/2020,13,0,21,10,10
URUGUAY,06/05/2020,8,0,18,10,10
URUGUAY,07/05/2020,26,0,6,9,9
URUGUAY,08/05/2020,19,1,14,8,8
URUGUAY,09/05/2020,4,0,7,8,8
URUGUAY,10/05/2020,7,1,4,8,8
URUGUAY,11/05/2020,5,0,6,8,8
URUGUAY,12/05/2020,7,0,9,8,8
URUGUAY,13/05/2020,9,0,13,8,8
URUGUAY,14/05/2020,7,0,2,7,7
URUGUAY,15/05/2020,4,0,6,7,7
URUGUAY,16/05/2020,7,0,5,5,5
URUGUAY,17/05/2020,14,1,6,4,4
URUGUAY,18/05/2020,3,0,5,4,4
URUGUAY,19/05/2020,1,0,10,4,4
URUGUAY,20/05/2020,12,0,9,4,4
URUGUAY,21/05/2020,9,0,6,5,5
URUGUAY,22/05/2020,12,0,9,5,5
URUGUAY,23/05/2020,14,2,13,5,5
URUGUAY,24/05/2020,2,0,2,5,5
URUGUAY,25/05/2020,19,0,11,5,5
URUGUAY,26/05/2020,2,0,9,5,5
URUGUAY,27/05/2020,14,0,12,5,5
URUGUAY,28/05/2020,12,0,4,5,5
URUGUAY,29/05/2020,7,0,26,6,6
URUGUAY,30/05/2020,8,0,2,5,5
URUGUAY,31/05/2020,4,1,3,5,5
URUGUAY,01/06/2020,9,0,4,4,4
URUGUAY,02/06/2020,3,0,2,4,4
URUGUAY,03/06/2020,0,0,7,4,4
URUGUAY,04/06/2020,4,0,11,4,4
URUGUAY,05/06/2020,11,0,12,4,4
URUGUAY,06/06/2020,5,0,5,4,4
URUGUAY,07/06/2020,5,0,4,4,4
URUGUAY,08/06/2020,0,0,8,4,4
URUGUAY,09/06/2020,1,0,16,4,4
URUGUAY,10/06/2020,1,0,4,4,4
URUGUAY,11/06/2020,4,0,14,4,4
URUGUAY,12/06/2020,3,0,8,3,3
URUGUAY,13/06/2020,0,0,4,3,3
URUGUAY,14/06/2020,2,0,4,3,3
URUGUAY,15/06/2020,0,0,4,3,3
URUGUAY,16/06/2020,1,1,9,3,3
URUGUAY,17/06/2020,0,0,9,4,4
URUGUAY,18/06/2020,1,0,4,4,4
URUGUAY,19/06/2020,3,1,0,4,4
URUGUAY,20/06/2020,6,1,1,4,4
URUGUAY,21/06/2020,17,0,0,4,4
URUGUAY,22/06/2020,6,0,0,4,4
URUGUAY,23/06/2020,3,0,0,4,4
URUGUAY,24/06/2020,17,0,0,2,2
URUGUAY,25/06/2020,5,1,3,2,2
URUGUAY,26/06/2020,12,1,0,2,2
URUGUAY,27/06/2020,5,0,0,2,2
URUGUAY,28/06/2020,5,0,0,2,2
URUGUAY,29/06/2020,3,0,4,2,2
URUGUAY,30/06/2020,4,0,2,2,2
URUGUAY,01/07/2020,7,2,1,1,1
URUGUAY,02/07/2020,4,0,3,1,1
URUGUAY,03/07/2020,5,0,9,1,1
URUGUAY,04/07/2020,3,0,3,1,1
URUGUAY,05/07/2020,1,0,9,1,1
URUGUAY,06/07/2020,4,1,9,1,1
URUGUAY,07/07/2020,5,0,7,0,0
URUGUAY,08/07/2020,9,0,6,2,1
URUGUAY,09/07/2020,3,0,7,2,1
URUGUAY,10/07/2020,8,0,8,1,1
URUGUAY,11/07/2020,1,1,10,0,0
URUGUAY,12/07/2020,1,0,0,0,0
URUGUAY,13/07/2020,2,1,7,0,0
URUGUAY,14/07/2020,8,0,2,0,0
URUGUAY,15/07/2020,12,0,4,1,1
URUGUAY,16/07/2020,17,1,7,3,3
URUGUAY,17/07/2020,11,0,1,3,3
URUGUAY,18/07/2020,7,1,4,3,3
URUGUAY,19/07/2020,10,0,1,3,3
URUGUAY,20/07/2020,10,0,5,3,3
URUGUAY,21/07/2020,32,0,2,4,4
URUGUAY,22/07/2020,21,1,5,3,3
URUGUAY,23/07/2020,24,0,6,3,3
URUGUAY,24/07/2020,25,0,6,3,3
URUGUAY,25/07/2020,9,0,1,3,3
URUGUAY,26/07/2020,18,0,1,5,5
URUGUAY,27/07/2020,13,1,3,5,5
URUGUAY,28/07/2020,20,0,7,7,7
URUGUAY,29/07/2020,19,0,9,6,6
URUGUAY,30/07/2020,6,0,11,5,5
URUGUAY,31/07/2020,21,0,16,5,5
URUGUAY,01/08/2020,14,0,10,5,5
URUGUAY,02/08/2020,8,1,7,4,4
URUGUAY,03/08/2020,9,0,12,4,4
URUGUAY,04/08/2020,12,1,25,3,3
URUGUAY,05/08/2020,11,0,17,3,3
URUGUAY,06/08/2020,9,0,14,2,2
URUGUAY,07/08/2020,7,0,16,2,2
URUGUAY,08/08/2020,13,0,7,3,3
URUGUAY,09/08/2020,18,0,13,5,5
URUGUAY,10/08/2020,11,0,21,4,4
